battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
1786,0,2.6,0,6,0,14,1.0,4,15,3038,14,1,0,0,3
914,1,0.7,0,1,1,60,0.9,5,4,3736,5,1,0,0,3
1615,1,2.8,0,3,0,9,0.9,1,13,2948,3,1,1,0,2
649,1,1.4,0,4,1,19,0.8,7,12,739,2,1,1,0,0
1646,0,2.5,0,3,1,25,0.6,2,5,686,11,1,1,0,0
1189,1,1.9,0,5,0,7,0.5,2,20,841,11,0,1,0,0
1043,0,2.7,0,3,0,29,0.2,8,17,1183,8,1,0,0,0
1920,0,0.6,1,3,1,19,0.5,3,8,3943,4,1,1,0,3
1220,1,2.8,0,1,0,54,0.7,7,20,1037,15,1,0,0,0
1748,1,0.5,1,11,1,53,0.5,4,20,2633,9,1,0,0,2
907,1,2.6,1,7,0,44,0.2,3,12,3911,8,0,0,0,3
1193,1,2.3,0,7,0,20,1.0,7,13,1958,2,1,0,0,2
1766,1,0.5,1,1,1,22,0.8,8,4,3297,16,1,0,0,3
1278,1,1.0,0,7,1,24,0.8,3,16,3141,11,1,1,1,3
1234,0,1.7,1,8,0,17,0.9,6,15,3351,19,0,0,1,2
1961,1,1.5,0,10,0,55,0.5,7,20,2355,6,1,1,1,3
1745,0,2.9,0,0,1,3,0.9,3,0,1308,2,1,1,0,1
1442,0,0.6,1,1,0,27,0.4,5,8,991,7,1,0,0,0
1083,1,2.9,1,1,1,39,1.0,8,2,3248,6,1,0,1,2
868,1,0.9,0,5,0,5,0.4,4,7,1519,2,0,0,1,0
864,0,1.6,1,0,1,53,0.3,6,1,493,10,1,1,0,0
1142,1,1.2,0,0,0,2,0.6,6,0,1747,14,0,1,0,1
608,1,0.5,1,0,0,64,0.9,4,0,2517,7,1,1,1,1
983,0,1.8,0,0,1,53,0.9,1,4,1389,8,1,1,1,1
1720,0,1.6,0,18,1,2,0.8,5,20,2522,2,1,0,1,2
1802,1,1.2,1,8,0,27,0.5,5,16,1885,7,1,1,0,2
591,0,2.1,1,18,1,16,0.5,7,20,704,4,1,1,1,0
1205,1,2.7,0,5,0,10,0.1,6,10,953,20,0,1,1,0
1369,1,1.7,1,3,0,28,0.6,1,18,3206,4,0,0,0,3
713,0,0.9,1,0,0,42,0.1,1,14,928,9,0,0,1,0
1082,0,2.3,1,11,0,2,1.0,4,20,2177,17,0,1,0,1
1719,1,2.1,1,0,0,52,0.1,3,1,2610,11,1,1,1,2
1544,0,2.4,0,18,1,12,0.1,7,20,489,2,1,0,1,0
1090,1,2.3,0,1,1,8,0.6,8,8,3839,11,1,0,1,3
1991,0,2.8,0,3,1,15,0.1,1,13,1861,17,1,1,1,1
1367,0,2.9,0,4,0,56,0.8,2,6,299,10,0,1,0,0
1179,1,0.5,0,7,1,32,0.3,2,12,340,16,1,0,0,0
721,1,2.7,1,1,1,15,0.2,5,18,3606,5,1,1,1,3
1549,1,1.8,1,0,0,62,0.7,4,4,799,9,1,0,1,0
1349,1,2.1,1,3,0,46,0.9,6,12,2367,10,1,0,1,1
1799,0,1.0,0,1,1,30,0.6,3,9,445,10,1,1,0,0
1075,0,0.5,1,2,0,11,0.2,1,16,3927,7,1,0,0,3
684,1,0.9,1,3,1,63,1.0,5,9,3756,12,1,1,1,3
1837,0,0.5,0,9,0,36,0.9,4,20,770,15,0,0,1,0
1619,1,1.9,0,2,1,21,0.4,1,9,1641,13,1,0,0,1
965,1,1.4,0,1,0,13,0.9,8,2,2343,15,1,0,0,2
730,0,1.5,0,9,0,9,0.7,4,15,2787,7,1,0,1,2
1361,1,1.4,0,1,0,47,1.0,5,2,2495,16,0,0,1,2
1494,0,1.6,0,3,1,45,0.8,5,4,3208,4,1,0,0,3
1027,1,0.8,0,7,0,18,1.0,7,11,1234,14,1,0,1,0
1807,0,0.8,1,0,1,38,0.2,8,0,1069,7,1,0,0,1
709,0,2.4,1,1,0,11,0.1,5,11,3568,3,0,0,1,3
689,0,1.4,0,2,0,45,0.5,5,11,3585,10,1,0,0,3
955,1,0.5,0,2,0,2,0.6,4,10,1974,18,1,1,0,1
1872,1,1.9,0,5,0,35,0.6,3,14,2419,19,0,0,0,3
1259,0,1.2,1,0,0,13,0.5,2,0,340,4,1,0,1,0
695,0,1.2,0,1,1,41,0.4,8,8,2282,17,1,1,0,1
1969,0,1.2,1,9,0,63,0.2,4,11,298,10,1,1,0,0
759,0,2.5,0,3,1,39,0.3,2,8,968,2,1,0,0,0
936,0,1.0,0,1,0,18,0.2,3,18,2391,3,1,1,1,2
1176,1,2.1,0,2,1,62,0.5,2,10,1534,17,1,0,0,1
1802,0,2.7,1,0,1,10,0.6,7,9,696,3,1,1,0,0
772,0,1.0,1,0,1,23,0.6,7,11,2782,17,1,0,0,2
1318,1,2.4,0,1,1,45,0.1,2,7,755,9,1,0,1,0
591,1,0.5,1,1,1,16,0.9,6,17,3746,5,1,1,0,3
569,1,2.5,1,0,0,41,0.3,1,1,2651,4,0,0,0,1
764,0,1.0,1,9,1,45,0.5,8,11,1341,12,1,0,0,0
1056,1,2.1,1,8,1,37,0.7,3,11,2651,3,1,1,1,2
1982,1,1.6,0,2,1,12,0.2,5,20,1824,14,1,1,1,1
1830,1,0.5,0,5,0,14,0.8,6,6,1905,19,1,1,1,2
1122,0,0.5,0,0,1,40,0.3,7,14,1456,20,1,1,0,1
1023,1,0.7,0,2,1,63,0.7,7,8,3155,7,1,1,1,3
1283,1,2.4,1,8,1,33,1.0,3,15,773,2,1,1,0,0
1602,0,1.6,1,0,1,35,0.1,7,7,1829,13,1,0,0,2
732,1,1.3,0,5,1,32,0.4,8,7,3883,5,1,0,1,3
1854,0,0.9,1,0,1,33,0.4,1,0,1675,9,1,0,1,1
718,1,1.6,1,1,1,30,0.4,3,12,1601,12,1,1,1,1
897,1,2.0,0,3,1,2,0.6,8,10,1958,7,1,1,0,1
1405,0,1.7,0,0,0,8,0.3,4,7,2376,11,0,1,0,2
798,0,0.6,1,6,1,21,0.5,2,12,1647,3,1,0,0,1
1035,1,2.7,0,1,0,40,0.2,5,15,3548,5,0,1,1,3
1396,1,0.6,0,0,0,37,0.7,4,15,2694,19,0,0,1,2
1749,1,0.5,1,7,1,49,0.8,1,8,2195,4,1,0,1,2
1588,1,2.5,0,12,1,4,0.3,5,20,2506,11,1,0,0,2
1600,0,0.5,0,1,1,16,0.3,4,16,2073,4,1,1,0,2
1522,0,2.2,0,4,0,21,0.7,6,11,3767,16,0,0,1,3
1279,1,2.5,0,5,1,7,0.5,6,6,1150,7,1,0,0,1
719,0,2.9,0,7,0,6,0.7,6,8,841,2,1,0,0,0
544,1,0.5,1,2,1,7,0.2,5,15,1675,17,1,1,0,0
1007,1,2.9,1,5,1,21,0.8,8,12,1301,12,1,1,0,0
590,1,1.2,1,0,0,32,0.4,6,1,1817,6,0,1,0,0
1788,0,0.5,0,0,1,6,0.2,6,16,2321,20,1,1,0,2
748,0,1.4,0,0,0,25,1.0,7,14,1974,13,0,1,1,1
757,1,0.9,1,4,0,64,0.5,7,5,3433,10,1,1,0,2
1561,1,1.6,1,1,1,27,0.8,3,10,1205,3,1,1,0,1
1327,0,2.8,0,10,0,23,0.5,7,16,872,4,1,1,1,0
797,1,1.5,1,4,0,18,0.6,8,20,2052,14,1,1,1,1
727,1,2.5,1,0,1,64,0.2,1,9,3654,16,1,1,0,3
686,1,2.7,1,0,0,36,0.1,4,1,1503,13,0,0,0,0
1515,1,2.1,1,4,1,24,0.9,5,6,3104,20,1,0,0,3
555,1,0.5,1,2,0,17,0.2,5,12,343,3,0,1,1,0
1589,0,0.6,0,0,0,5,0.8,5,2,3430,19,1,1,1,3
1976,1,2.6,1,6,0,45,1.0,4,19,2470,3,0,0,0,3
1884,0,1.0,1,3,0,24,0.5,6,4,1396,9,1,1,1,1
1063,0,2.0,0,0,0,27,0.2,6,7,2668,19,0,0,0,2
672,1,0.6,1,13,0,61,0.1,5,20,1457,20,1,0,1,0
635,1,0.5,0,9,0,16,1.0,7,17,2452,8,1,0,0,2
1906,1,1.9,1,3,0,55,0.2,3,4,1871,4,1,0,1,1
1753,0,0.7,0,4,0,40,0.6,4,11,1112,15,1,1,1,1
659,0,1.4,1,2,1,3,0.1,8,6,967,14,1,0,1,0
1583,0,1.2,1,0,0,14,0.2,2,4,2498,8,0,0,1,2
1783,0,2.9,1,2,0,42,0.7,6,8,387,3,0,1,0,1
1667,0,1.0,1,0,1,21,0.9,2,0,635,15,1,0,0,0
640,0,1.3,1,5,1,6,0.6,8,20,2711,8,1,1,0,2
1913,1,1.8,0,0,0,29,0.6,5,4,2023,8,1,1,0,2
538,0,1.1,1,0,1,25,0.3,7,7,2215,17,1,1,1,1
1191,0,0.8,0,6,1,46,0.8,6,9,824,7,1,0,0,0
816,0,3.0,1,2,0,9,0.1,1,3,3851,14,1,0,1,3
915,1,0.5,1,9,1,33,0.3,2,16,2156,13,1,1,0,1
1157,1,0.8,0,7,0,27,0.1,8,8,2885,2,1,0,1,3
1201,1,0.5,0,2,0,10,1.0,7,7,495,14,1,1,1,0
1379,0,1.1,1,1,1,18,0.2,2,16,2358,15,1,1,0,2
1483,1,2.2,0,3,1,53,0.7,5,11,1744,10,1,0,0,1
1614,0,1.2,0,1,1,9,0.1,3,2,1832,11,1,0,0,1
930,1,1.0,1,4,1,4,0.9,8,10,2016,16,1,1,1,1
1454,0,2.6,0,8,0,6,0.4,3,20,1300,2,0,0,1,1
1784,0,1.6,0,4,0,41,0.4,6,20,2313,11,0,1,0,2
1262,0,1.8,1,12,0,34,0.1,5,16,3248,4,0,1,1,2
797,0,2.2,1,0,0,37,0.9,7,2,2216,6,1,0,0,1
1829,1,2.1,0,8,0,59,0.1,5,15,3142,5,1,1,1,3
1139,1,0.9,1,6,1,58,0.5,2,11,1850,8,1,0,0,1
618,1,1.0,0,9,1,13,0.1,4,15,1424,7,1,1,0,0
1547,1,2.9,0,2,0,57,0.4,1,3,1620,19,0,1,1,1
586,0,2.8,0,2,0,15,0.2,3,11,2592,3,0,0,0,1
1617,1,2.4,0,8,1,36,0.8,1,9,296,7,1,0,0,0
1882,0,2.0,0,11,1,44,0.8,8,19,3579,20,1,1,0,3
674,1,2.9,1,1,0,21,0.2,3,4,1180,4,1,1,1,0
1467,1,0.5,0,0,0,18,0.6,5,0,3962,5,1,1,1,3
858,0,2.2,0,1,0,50,0.1,1,2,3978,3,1,1,0,3
794,1,0.5,1,0,1,2,0.8,6,14,668,19,1,1,0,0
1965,1,2.6,1,0,0,39,0.2,4,3,2032,16,1,1,1,2
1911,0,0.9,1,1,1,36,0.7,8,3,3057,5,1,1,0,3
1512,0,0.9,0,4,1,46,0.1,5,5,869,19,1,1,1,0
510,1,2.0,1,5,1,45,0.9,6,16,3919,2,1,1,1,3
